postal_code,country code,place_name,state_name,state_code,county_name,county_code,community_name,community_code,latitude,longitude,accuracy
M6C,CA,York (Cedarvale),Ontario,ON,York,,,,43.6915,-79.4307,6.0
M6G,CA,Downtown Toronto (Christie),Ontario,ON,Toronto,8133394.0,,,43.6683,-79.4205,6.0
M3H,CA,North York (Armour Heights / Wilson Heights / Downsview North),Ontario,ON,North York ,,,,43.7535,-79.4472,1.0
M5G,CA,Downtown Toronto (Central Bay Street),Ontario,ON,Toronto,8133394.0,,,43.6564,-79.38600000000002,6.0
L0M,CA,Georgian Bay South Shore (Angus),Ontario,ON,,,,,44.3269,-80.0333,6.0
M5S,CA,Downtown Toronto (University of Toronto / Harbord),Ontario,ON,Toronto,8133394.0,,,43.6629,-79.3987,6.0
M5R,CA,Central Toronto (The Annex / North Midtown / Yorkville),Ontario,ON,Toronto,8133394.0,,,43.6736,-79.4035,6.0
M5P,CA,Central Toronto (Forest Hill North & West),Ontario,ON,Toronto,8133394.0,,,43.6966,-79.41199999999998,6.0
M4V,CA,Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),Ontario,ON,Toronto,8133394.0,,,43.6861,-79.4025,6.0
M5N,CA,Central Toronto (Roselawn),Ontario,ON,Toronto,8133394.0,,,43.7113,-79.4195,6.0
M5B,CA,Downtown Toronto (Ryerson),Ontario,ON,Toronto,8133394.0,,,43.6572,-79.3783,6.0
M5L,CA,Downtown Toronto (Commerce Court / Victoria Hotel),Ontario,ON,Toronto,8133394.0,,,43.6492,-79.3823,
M4G,CA,East York (Leaside),Ontario,ON,East York ,,,,43.7124,-79.3644,6.0
M4N,CA,Central Toronto (Lawrence Park East),Ontario,ON,Toronto,8133394.0,,,43.7301,-79.3935,6.0
M2L,CA,North York (York Mills / Silver Hills),Ontario,ON,North York ,,,,43.7547,-79.3764,6.0
M5E,CA,Downtown Toronto (Berczy Park),Ontario,ON,Toronto,8133394.0,,,43.6456,-79.3754,5.0
M4S,CA,Central Toronto (Davisville),Ontario,ON,Toronto,8133394.0,,,43.702,-79.3853,6.0
M4X,CA,Downtown Toronto (St. James Town / Cabbagetown),Ontario,ON,Toronto,8133394.0,,,43.6684,-79.3689,6.0
M4B,CA,East York (Parkview Hill / Woodbine Gardens),Ontario,ON,East York ,,,,43.7063,-79.3094,6.0
M3B,CA,Don Mills North,Ontario,ON,Don Mills ,,,,43.745,-79.359,4.0
M3C,CA,Don Mills South (Flemingdon Park),Ontario,ON,Don Mills ,,,,43.7334,-79.3329,1.0
M1W,CA,Scarborough (Steeles West / L'Amoreaux West),Ontario,ON,Scarborough,,,,43.8016,-79.3216,6.0
M2K,CA,North York (Bayview Village),Ontario,ON,North York ,,,,43.7797,-79.3813,6.0
M2M,CA,Willowdale East (Newtonbrook),Ontario,ON,Willowdale,,,,43.7915,-79.4103,6.0
M1T,CA,Scarborough (Clarks Corners / Tam O'Shanter / Sullivan),Ontario,ON,Scarborough,,,,43.7812,-79.3036,6.0
M2P,CA,North York (York Mills West),Ontario,ON,North York ,,,,43.75,-79.3978,6.0
N4K,CA,Owen Sound,Ontario,ON,,,,,44.5672,-80.9435,4.0
M4M,CA,East Toronto (Studio District),Ontario,ON,Toronto,8133394.0,,,43.6561,-79.3406,6.0
L4C,CA,Richmond Hill Southwest,Ontario,ON,Richmond Hill ,,,,43.8669,-79.4414,1.0
M1N,CA,Scarborough (Birch Cliff / Cliffside West),Ontario,ON,Scarborough,,,,43.6952,-79.2646,6.0
M1X,CA,Scarborough (Upper Rouge),Ontario,ON,Scarborough,,,,43.834,-79.2069,6.0
M4K,CA,East Toronto (The Danforth West / Riverdale),Ontario,ON,Toronto,8133394.0,,,43.6803,-79.3538,6.0
M4H,CA,East York (Thorncliffe Park),Ontario,ON,East York ,,,,43.7059,-79.3464,6.0
L0S,CA,Niagara Regional Municipality (Fonthill),Ontario,ON,,,,,42.9071,-79.0832,5.0
M4J,CA,East Toronto (The Danforth East),Ontario,ON,Toronto,8133394.0,,,43.6872,-79.3368,6.0
L2R,CA,St. Catharines Central,Ontario,ON,St. Catharines ,,,,43.1419,-79.2966,1.0
L2N,CA,St. Catharines Northwest,Ontario,ON,St. Catharines ,,,,43.1923,-79.2559,1.0
L9S,CA,Innisfil,Ontario,ON,,,,,44.3001,-79.6496,4.0
L6C,CA,Markham Northwest,Ontario,ON,Markham,,,,43.9045,-79.3392,1.0
L0L,CA,Lake Simcoe West Shore (Oro),Ontario,ON,Lake Simcoe ,,,,44.4548,-79.7352,6.0
M4L,CA,East Toronto (India Bazaar / The Beaches West),Ontario,ON,Toronto,8133394.0,,,43.6693,-79.3155,6.0
L6E,CA,Markham Northeast,Ontario,ON,Markham,,,,43.9002,-79.2676,1.0
L2W,CA,St. Catharines West,Ontario,ON,St. Catharines ,,,,43.1688,-79.2794,1.0
N8A,CA,Wallaceburg,Ontario,ON,,,,,42.593,-82.3885,4.0
M2H,CA,North York (Hillcrest Village),Ontario,ON,North York ,,,,43.8015,-79.3577,6.0
M4C,CA,East York (Woodbine Heights),Ontario,ON,East York ,,,,43.6913,-79.3116,6.0
L2S,CA,St. Catharines Southwest,Ontario,ON,St. Catharines ,,,,43.1447,-79.2634,1.0
L2J,CA,Niagara Falls North,Ontario,ON,Niagara Falls ,,,,43.1296,-79.1034,4.0
M1J,CA,Scarborough (Eglinton),Ontario,ON,Scarborough,,,,43.7464,-79.2323,6.0
M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
N4L,CA,Meaford,Ontario,ON,,,,,44.6001,-80.583,4.0
M1P,CA,Scarborough (Dorset Park / Wexford Heights / Scarborough Town Centre),Ontario,ON,Scarborough,,,,43.7612,-79.2707,6.0
L3P,CA,Markham Central,Ontario,ON,Markham,,,,43.8769,-79.2686,5.0
L3Y,CA,Newmarket Northeast,Ontario,ON,Newmarket,,,,44.0565,-79.4555,1.0
L1G,CA,Oshawa Central,Ontario,ON,Oshawa,,,,43.9233,-78.8684,1.0
L3C,CA,Welland West,Ontario,ON,Welland,,,,42.9998,-79.2656,1.0
L2T,CA,St. Catharines South,Ontario,ON,St. Catharines ,,,,43.1313,-79.2317,1.0
L3X,CA,Newmarket Southwest,Ontario,ON,Newmarket,,,,44.0433,-79.4912,5.0
L2M,CA,St. Catharines Northeast,Ontario,ON,St. Catharines ,,,,43.19600000000001,-79.2161,1.0
M1L,CA,Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Ontario,ON,Scarborough,,,,43.7122,-79.2843,6.0
L2P,CA,St. Catharines East,Ontario,ON,St. Catharines ,,,,43.1527,-79.2091,1.0
L6G,CA,Markham Inner Southwest,Ontario,ON,Markham,,,,43.8485,-79.3346,1.0
L2V,CA,St. Catharines Southeast,Ontario,ON,St. Catharines ,,,,43.1142,-79.2035,1.0
M1B,CA,Scarborough (Malvern / Rouge River),Ontario,ON,Scarborough,,,,43.8113,-79.193,6.0
L4N,CA,Barrie South,Ontario,ON,Barrie,,,,44.3572,-79.6929,1.0
N9B,CA,Windsor (University / South Cameron),Ontario,ON,Windsor,,,,42.2949,-83.052,1.0
L4P,CA,Keswick,Ontario,ON,,,,,44.2501,-79.4663,4.0
L9Z,CA,Wasaga Beach,Ontario,ON,,,,,44.5168,-80.0164,4.0
M1S,CA,Scarborough (Agincourt),Ontario,ON,Scarborough,,,,43.7946,-79.2644,6.0
L3K,CA,Port Colborne,Ontario,ON,,,,,42.9001,-79.2329,4.0
N8W,CA,Windsor (South Walkerville / West Fontainbleu / Walker Farm / Devonshire),Ontario,ON,Windsor,,,,42.2836,-82.9771,1.0
M1M,CA,Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Ontario,ON,Scarborough,,,,43.7247,-79.2312,6.0
L3S,CA,Markham Southeast,Ontario,ON,Markham,,,,43.8486,-79.2617,1.0
M1H,CA,Scarborough (Cedarbrae),Ontario,ON,Scarborough,,,,43.7686,-79.2389,6.0
L1C,CA,Bowmanville West,Ontario,ON,Bowmanville,,,,43.9714,-78.7095,1.0
L0H,CA,Whitby Region (Gormley),Ontario,ON,,,,,43.9023,-79.1554,5.0
N8N,CA,Tecumseh Outskirts,Ontario,ON,Tecumseh,,,,42.2946,-82.8667,1.0
M1G,CA,Scarborough (Woburn),Ontario,ON,Scarborough,,,,43.7712,-79.2144,6.0
M1E,CA,Scarborough (Guildwood / Morningside / Ellesmere),Ontario,ON,Scarborough,,,,43.7678,-79.1866,6.0
L2E,CA,Niagara Falls Central,Ontario,ON,Niagara Falls ,,,,43.0537,-79.1018,1.0
L4M,CA,Barrie North,Ontario,ON,Barrie,,,,44.4001,-79.6663,4.0
L1V,CA,Pickering Southwest,Ontario,ON,Pickering,,,,43.8605,-79.1618,5.0
M1C,CA,Scarborough (Rouge Hill / Port Union / Highland Creek),Ontario,ON,Scarborough,,,,43.7878,-79.1564,6.0
L1Z,CA,Ajax East,Ontario,ON,Ajax,,,,43.8773,-79.0055,1.0
L1X,CA,Pickering Central,Ontario,ON,Pickering,,,,43.8558,-79.0972,5.0
L1W,CA,Pickering South,Ontario,ON,Pickering,,,,43.8197,-79.0803,1.0
L0C,CA,West Durham Regional Municipality (Sunderland),Ontario,ON,,,,,44.2094,-79.0725,6.0
L1Y,CA,Pickering North,Ontario,ON,Pickering,,,,43.9555,-79.1194,4.0
L1T,CA,Ajax Northwest,Ontario,ON,Ajax,,,,43.8843,-79.0534,1.0
L1S,CA,Ajax Southwest,Ontario,ON,Ajax,,,,43.8404,-79.0251,1.0
L1P,CA,Whitby Southwest,Ontario,ON,Whitby,,,,43.8866,-78.975,1.0
L0E,CA,Lake Simcoe Southeast Shore (Sutton West),Ontario,ON,Lake Simcoe ,,,,44.3199,-79.2778,6.0
L9P,CA,Uxbridge,Ontario,ON,,,,,44.1001,-79.1163,4.0
L1R,CA,Whitby Central,Ontario,ON,Whitby,,,,43.9215,-78.9412,1.0
L1J,CA,Oshawa Southwest,Ontario,ON,Oshawa,,,,43.8852,-78.8771,1.0
L1N,CA,Whitby Southeast,Ontario,ON,Whitby,,,,43.8721,-78.9273,1.0
L1M,CA,Whitby North,Ontario,ON,Whitby,,,,43.9566,-78.9779,4.0
L9L,CA,Port Perry,Ontario,ON,,,,,44.1068,-78.9444,4.0
L9M,CA,Penetanguishene,Ontario,ON,,,,,44.7834,-79.9164,4.0
N0R,CA,Essex (Belle River),Ontario,ON,,,,,42.1783,-82.7715,6.0
L0K,CA,Lake Simcoe North Shore (Coldwater),Ontario,ON,Lake Simcoe ,,,,44.6233,-79.1235,5.0
L1K,CA,Oshawa East,Ontario,ON,Oshawa,,,,43.9251,-78.8287,1.0
L0B,CA,East Durham Regional Municipality (Orono),Ontario,ON,,,,,44.0773,-78.7465,6.0
L1L,CA,Oshawa North,Ontario,ON,Oshawa,,,,43.9581,-78.8972,4.0
L1E,CA,Courtice,Ontario,ON,,,,,43.8969,-78.7683,1.0
L3V,CA,Orillia,Ontario,ON,,,,,44.6087,-79.4207,4.0
N8H,CA,Leamington,Ontario,ON,,,,,42.0549,-82.6062,4.0
N9K,CA,Tecumseh Central,Ontario,ON,,,,,42.2978,-82.8701,1.0
N8P,CA,Windsor (East Riverside),Ontario,ON,Windsor,,,,42.3276,-82.9104,1.0
N8S,CA,Windsor (Riverside),Ontario,ON,Windsor,,,,42.3283,-82.9472,1.0
N8M,CA,Essex,Ontario,ON,,,,,42.1751,-82.8248,4.0
N9A,CA,Windsor (City Centre / NW Walkerville),Ontario,ON,Windsor,,,,42.2007,-83.0276,5.0
N8R,CA,Windsor (East Forest Glade),Ontario,ON,Windsor,,,,42.3067,-82.915,1.0
N8T,CA,Windsor (West Forest Glade / East Fontainbleu),Ontario,ON,Windsor,,,,42.3037,-82.9459,1.0
P0E,CA,Parry Sound South Shore (Kilworthy),Ontario,ON,Parry Sound ,,,,44.8608,-79.5069,6.0
L1B,CA,Bowmanville East,Ontario,ON,Bowmanville,,,,43.9235,-78.5457,1.0
N8Y,CA,Windsor East (East Walkerville),Ontario,ON,Windsor,,,,42.3176,-82.9929,1.0
N9Y,CA,Kingsville,Ontario,ON,,,,,42.0502,-82.7598,4.0
N9E,CA,Windsor South (East Malden),Ontario,ON,Windsor,,,,42.2652,-83.0314,1.0
N9J,CA,La Salle West,Ontario,ON,La Salle ,,,,42.2187,-83.0801,1.0
N9G,CA,Windsor (Roseland),Ontario,ON,Windsor,,,,42.2481,-82.9952,1.0
N9V,CA,Amherstburg,Ontario,ON,,,,,42.1168,-83.0498,4.0
N8V,CA,Tecumseh (YQG),Ontario,ON,Tecumseh,,,,42.2773,-82.9447,1.0
N9H,CA,La Salle East,Ontario,ON,La Salle ,,,,42.2318,-83.0281,1.0
N8X,CA,Windsor South Central (West Walkerville / Remington Park),Ontario,ON,Windsor,,,,42.2926,-83.0186,1.0
N9C,CA,Windsor (Sandwich / Ojibway / West Malden),Ontario,ON,Windsor,,,,42.2767,-83.0793,1.0
